Year,Title,Genre
1924,Empty Hands,romance
1924,The Enchanted Cottage,romance
1924,The Family Secret,drama
1924,The Fast Worker,comedy
1924,Feet of Clay,drama
1924,The Folly of Vanity,drama
1924,Forbidden Paradise,adventure
1924,Girl Shy,romantic comedy
1924,Gold Heels,drama
1924,Good Bad Boy,comedy
1924,Greed,drama
1924,Half-A-Dollar-Bill,drama
1924,The Hansom Cabman,comedy
1924,Happiness,comedy
1924,He Who Gets Slapped,drama
1924,Helen's Babies,comedy
1924,Her Love Story,romance
1924,Her Night of Romance,romance
1924,His Forgotten Wife,drama
1924,His Hour,drama
1924,Hot Water,comedy
1924,The Humming Bird,crime drama
1924,Icebound,drama
1924,In Love with Love,comedy
1924,Inez from Hollywood,drama
1924,The Iron Horse,western
1924,Isn't Life Wonderful,drama
1924,Janice Meredith,historical
1924,Listen Lester,comedy drama
1924,Little Robinson Crusoe,
1924,Love's Wilderness,drama
1924,Lovers' Lane,romantic comedy
1924,Loving Lies,drama
1924,The Luck o' the Foolish,comedy
1924,Manhandled,comedy
1924,The Marriage Circle,comedy
1924,Monsieur Beaucaire,drama
1924,My Husband's Wives,drama
1924,The Navigator,comedy
1924,Not a Drum Was Heard,western
1924,One Night in Rome,romance
1924,Open All Night,comedy
1924,Painted People,comedy
1924,Peter Pan,"fantasy, family"
1924,Pied Piper Malone,comedy drama
1924,The Red Lily,drama
1924,Ride for Your Life,western
1924,Roaring Lions at Home,comedy
1924,Romola,drama
1924,The Sea Hawk,swashbuckler
1924,Secrets,drama
1924,A Self-Made Failure,comedy
1924,"Sherlock, Jr.",comedy
1924,The Shooting of Dan McGrew,drama
1924,The Signal Tower,drama
1924,Silk Stocking Sal,drama
1924,A Society Scandal,drama
1924,"Stupid, But Brave",comedy
1924,The Thief of Bagdad,swashbuckler
1924,This Woman,
1924,Three Weeks,romance drama
1924,Thy Name Is Woman,drama
1924,Triumph,drama
1924,The Vagabond Trail,western
1924,Wandering Husbands,drama
1924,When a Man's a Man,drama
1924,The White Sin,romance
1924,The Wife of the Centaur,drama
1924,Wild Oranges,drama
1924,Wine,comedy drama
1924,Wine of Youth,comedy drama
1924,Winner Take All,western
1924,The Yankee Consul,comedy
1925,Adventure,adventure
1925,Any Woman,drama
1925,Are Parents People?,comedy
1925,Ben-Hur: A Tale of the Christ,epic
1925,The Big Parade,war
1925,Bobbed Hair,comedy
1925,Braveheart,western
1925,The Bridge of Sighs,
1925,Bright Lights,drama
1925,Broadway Lady,drama
1925,Charley's Aunt,comedy
1925,Cheaper to Marry,drama
1925,The Circle,romance drama
1925,Cleaning Up,comedy
1925,The Coast of Folly,drama
1925,Cobra,drama
1925,The Coming of Amos,romance
1925,Coming Through,drama
1925,Confessions of a Queen,drama
1925,Curses!,comedy
1925,Dangerous Innocence,romantic comedy
1925,The Dark Angel,drama
1925,Daughters Who Pay,
1925,The Devil's Cargo,drama
1925,Discord in 'A' Flat,comedy
1925,Dollar Down,drama
1925,"Don Q, Son of Zorro",swashbuckler
1925,The Dressmaker from Paris,romantic comedy
1925,The Eagle,historical
1925,East Lynne,drama
1925,Easy Money,"adventure, comedy, romance"
1925,The Everlasting Whisper,western
1925,Eve's Lover,drama
1925,Eve's Secret,romantic comedy
1925,Fifty-Fifty,drama
1925,The Fighting Dude,comedy
1925,The Fighting Heart,drama
1925,The Freshman,comedy
1925,Go West,"comedy, western"
1925,The Gold Rush,"comedy, adventure"
1925,The Golden Bed,drama
1925,The Golden Princess,western
1925,The Goose Woman,drama
1925,Grass,documentary
1925,Grounds for Divorce,comedy
1925,Havoc,drama
1925,The Heart Breaker,comedy
1925,Heart of a Siren,romance
1925,Heart Trouble,comedy
1925,Hearts and Spurs,western
1925,Her Sister from Paris,comedy
1925,His New Suit,comedy
1925,His People,drama
1925,His Supreme Moment,drama
1925,Hogan's Alley,comedy
1925,The Iron Mule,comedy
1925,Isn't Life Terrible?,comedy
1925,Joanna,
1925,Kentucky Pride,drama
1925,The King on Main Street,romantic comedy
1925,A Kiss for Cinderella,fantasy
1925,Kiss Me Again,romantic comedy
1925,Labotamy,comedy
1925,The Lady,drama
1925,Lady Windermere's Fan,comedy
1925,The Last Edition,drama
1925,Learning to Love,romance
1925,Lightnin',comedy
1925,Little Annie Rooney,drama
1925,Lord Jim,adventure
1925,The Lost World,"fantasy, adventure"
1925,The Lucky Devil,comedy drama
1925,The Lucky Horseshoe,western
1925,The Mad Whirl,drama
1925,Madame Behave,comedy
1925,The Man Who Found Himself,drama
1925,The Man Without a Country,drama
1925,The Masked Bride,romance
1925,Men and Women,drama
1925,The Merry Widow,
1925,The Midnight Girl,
1925,The Monster,comedy horror
1925,The Movies,comedy
1925,The Mystic,thriller
1925,New Lives for Old,drama
1925,Night Life of New York,comedy
1925,Old Clothes,drama
1925,The Party,comedy
1925,Paths to Paradise,comedy
1925,Phantom of the Opera,horror
1925,The Plastic Age,dramatic comedy
1925,Pretty Ladies,comedy drama
1925,Proud Flesh,comedy drama
1925,The Rag Man,drama
1925,A Regular Fellow,comedy
1925,"Renegade Holmes, M.D.",western
1925,The Road to Yesterday,drama
1925,Sackcloth and Scarlet,drama
1925,Sally,romantic comedy
1925,"Sally, Irene and Mary",romance
1925,Sally of the Sawdust,comedy
1925,The Salvation Hunters,drama
1925,Seven Chances,comedy
1925,Seven Sinners,crime comedy
1925,She Wolves,
1925,Short Pants,comedy
1925,Smouldering Fires,drama
1925,A Son of His Father,western
1925,The Splendid Road,western
1925,Stage Struck,comedy
1925,Stella Dallas,drama
1925,The Street of Forgotten Men,drama
1925,The Swan,
1925,The Talker,drama
1925,The Taming of the West,western
1925,The Teaser,romantic comedy/drama
1925,That Royle Girl,comedy
1925,Three Weeks in Paris,
1925,The Thundering Herd,western
1925,"Time, the Comedian",drama
1925,Too Many Kisses,comedy
1925,The Tourist,comedy
1925,The Tower of Lies,drama
1925,The Trail Rider,western
1925,Tumbleweeds,western
1925,The Unholy Three,crime
1925,The Unwritten Law,crime
1925,The Wall St. Whizz,drama
1925,Wandering Footsteps,
1925,When Husbands Flirt,comedy
1925,Where Was I?,comedy
1925,The White Monkey,
1925,The White Outlaw,western
1925,"Wild, Wild Susan",comedy
1925,Wizard of Oz,fantasy
1925,Wolf Blood,horror
1925,Womanhandled,comedy
1925,A Woman of the World,comedy drama
1926,3 Bad Men,western
1926,Across the Pacific,adventure
1926,The Adorable Deceiver,comedy
1926,Aloma of the South Seas,comedy
1926,Bachelor Brides,romantic comedy
1926,Bardelys the Magnificent,romantic drama
1926,The Barrier,drama
1926,The Bat,"mystery, thriller"
1926,Battling Butler,comedy
1926,Beau Geste,swashbuckler
1926,Behind the Front,war comedy
1926,The Bells,crime thriller
1926,The Better 'Ole,comedy
1926,Beverly of Graustark,comedy
1926,The Black Pirate,swashbuckler
1926,The Blackbird,drama
1926,The Blind Goddess,drama
1926,The Blue Eagle,action
1926,La Bohème,drama
1926,The Boy Friend,drama
1926,Broken Hearts of Hollywood,comedy drama
1926,Brown of Harvard,american football
1926,Camille,drama
1926,The Campus Flirt,comedy
1926,The Cat's Pajamas,comedy
1926,The Caveman,comedy
1926,The Cheerful Fraud,comedy
1926,College Days,comedy drama
1926,Cruise of the Jasper B,comedy
1926,Dance Madness,comedy
1926,Dangerous Traffic,drama
1926,The Devil's Circus,drama
1926,Don Juan,adventure
1926,The Duchess of Buffalo,romantic comedy
1926,"East Side, West Side",drama
1926,Ella Cinders,comedy
1926,The Exquisite Sinner,drama
1926,Fig Leaves,comedy
1926,Fine Manners,comedy
1926,Flesh and the Devil,melodrama
1926,Fool's Luck,comedy
1926,Fools of Fashion,comedy
1926,For Heaven's Sake,comedy
1926,French Dressing,romantic comedy
1926,The Gay Deceiver,comedy
1926,The General,comedy
1926,The Gentle Cyclone,comedy
1926,The Girl from Montmartre,romance
1926,The Great Gatsby,drama
1926,The Great K & A Train Robbery,western
1926,Hands Up!,comedy
1926,Hell's Four Hundred,drama
1926,High Steppers,drama
1926,His Private Life,comedy
1926,Home Cured,comedy
1926,Irene,romantic comedy
1926,It Must Be Love,comedy
1926,It's the Old Army Game,comedy
1926,The Johnstown Flood,drama
1926,The Joy Girl,comedy
1926,The Kick-Off,
1926,Kid Boots,comedy
1926,Kiki,romantic comedy
1926,A Kiss for Cinderella,"fantasy, romance"
1926,Ladies at Play,comedy
1926,Lazy Lightning,western
1926,The Little Irish Girl,romance
1926,Looking for Trouble,western
1926,Madame Mystery,
1926,Mademoiselle Modiste,romance
1926,The Magician,horror
1926,The Man Upstairs,comedy
1926,Mantrap,romantic comedy
1926,Mare Nostrum,spy
1926,Men of Steel,drama
1926,Miss Brewster's Millions,comedy
1926,The Music Master,drama
1926,My Stars,comedy
1926,The New Klondike,romantic comedy
1926,No Man's Gold,western
1926,Oh! What a Nurse!,comedy
1926,Old Ironsides,adventure
1926,One Sunday Morning,comedy
1926,The Outsider,drama
1926,Padlocked,drama
1926,Pals First,comedy
1926,Partners Again,comedy
1926,Prince of Tempters,romance
1926,Private Izzy Murphy,comedy
1926,The Rainmaker,drama
1926,The Road to Glory,drama
1926,The Road to Mandalay,drama
1926,Rolling Home,comedy
1926,Rose of the Tenements,
1926,The Scarlet Letter,drama
1926,The Sea Beast,adventure
1926,Sea Horses,drama
1926,The Shamrock Handicap,romance
1926,The Show-Off,comedy
1926,The Silver Treasure,adventure
1926,Skinner's Dress Suit,comedy
1926,So This Is Paris,comedy
1926,The Son of the Sheik,adventure
1926,So's Your Old Man,comedy
1926,The Sorrows of Satan,fantasy
1926,Sparrows,
1926,The Stolen Ranch,western
1926,The Strong Man,comedy
1926,Summer Bachelors,romantic comedy
1926,Sunny Side Up,comedy
1926,Take It from Me,comedy
1926,The Temptress,drama
1926,That Model from Paris,comedy drama
1926,The Third Degree,romance
1926,Tin Gods,drama
1926,Torrent,romance
1926,"Tramp, Tramp, Tramp",comedy
1926,A Trip to Chinatown,
1926,The Volga Boatman,drama
1926,The Waning Sex,romantic comedy
1926,War Paint,western
1926,We're in the Navy Now,comedy
1926,Western Pluck,western
1926,What Happened to Jones,comedy
1926,What Price Glory?,war
1926,The Whole Town's Talking,adventure comedy
1926,The Winning of Barbara Worth,western
1926,A Woman of the Sea,
1926,You Never Know Women,romance
1927,7th Heaven,war
1927,Adam and Evil,comedy
1927,Annie Laurie,historical
1927,The Arizona Wildcat,western
1927,The Auctioneer,comedy
1927,Babe Comes Home,sports
1927,Barbed Wire,drama
1927,The Beloved Rogue,swashbuckler
1927,Beware of Widows,comedy
1927,Blazing Days,western
1927,The Border Cavalier,western
1927,Brass Knuckles,crime drama
1927,Breakfast at Sunrise,comedy
1927,California,western
1927,California or Bust,comedy
1927,The Cancelled Debt,comedy
1927,Captain Salvation,drama
1927,The Cat and the Canary,"comedy, horror, mystery"
1927,Chang: A Drama of the Wilderness,semi-staged documentary
1927,Chicago,comedy drama
1927,Children of Divorce,drama
1927,The Chinese Parrot,mystery
1927,Closed Gates,drama
1927,College,romantic comedy
1927,The College Hero,romantic comedy
1927,Come to My House,drama
1927,Cradle Snatchers,drama
1927,The Cruel Truth,drama
1927,The Demi-Bride,drama
1927,Desert Dust,western
1927,The Desired Woman,drama
1927,The Devil Dancer,romance
1927,The Dove,romance
1927,The Drop Kick,drama
1927,Enemies of Society,silent
1927,The Enemy,drama
1927,The Fair Co-Ed,comedy
1927,Figures Don't Lie,comedy
1927,Finger Prints,comedy
1927,"Fireman, Save My Child",comedy
1927,The First Auto,comedy drama
1927,For the Love of Mike,romance
1927,Foreign Devils,adventure
1927,The Fortune Hunter,comedy
1927,The Garden of Allah,romance
1927,The Gaucho,adventure
1927,The Girl from Chicago,crime drama
1927,Good Time Charley,drama
1927,Ham and Eggs at the Front,comedy
1927,Hard Fists,western
1927,The Heart of Maryland,drama
1927,Heaven on Earth,drama
1927,Her Wild Oat,comedy
1927,His First Flame,comedy
1927,Home Struck,silent
1927,The Honorable Mr. Buggs,comedy
1927,Horse Shoes,comedy
1927,Hotel Imperial,drama
1927,Hula,romantic comedy
1927,Husband Hunters,romantic comedy
1927,If I Were Single,comedy
1927,In the First Degree,
1927,Is Zat So?,comedy
1927,It,romantic comedy
1927,Jaws of Steel,adventure
1927,The Jazz Singer,drama
1927,Johnny Get Your Hair Cut,comedy
1927,The Kid Brother,comedy
1927,The King of Kings,biblical drama
1927,A Kiss in a Taxi,comedy
1927,Knockout Reilly,drama
1927,Ladies Must Dress,comedy
1927,The Lady in Ermine,romantic drama
1927,The Last Trail,western
1927,Let It Rain,comedy
1927,A Little Journey,comedy
1927,London After Midnight,thriller
1927,Long Pants,comedy
1927,The Love of Sunya,drama
1927,Lovers,romantic drama
1927,Love's Greatest Mistake,drama
1927,The Loves of Carmen,romantic
1927,The Magic Flame,drama
1927,Man Bait,comedy
1927,Man Power,drama
1927,The Masked Woman,drama
1927,A Million Bid,drama
1927,The Missing Link,comedy
1927,Mockery,drama
1927,My Best Girl,romantic comedy
1927,Nobody's Widow,comedy
1927,No Place to Go,romance
1927,Not for Publication,silent
1927,Out All Night,comedy
1927,Outlaws of Red River,western
1927,Paid to Love,comedy
1927,The Patent Leather Kid,drama
1927,Peaceful Oscar,comedy
1927,The Potters,comedy
1927,The Princess from Hoboken,comedy
1927,The Private Life of Helen of Troy,
1927,Quality Street,
1927,Red Clay,drama
1927,The Red Mill,comedy
1927,Resurrection,drama
1927,The Road to Romance,drama
1927,Rookies,comedy
1927,The Rough Riders,adventure
1927,A Sailor's Sweetheart,comedy
1927,Salvation Jane,
1927,The Scar of Shame,race
1927,Shanghaied,silent
1927,Senorita,comedy
1927,Serenade,drama
1927,She's a Sheik,comedy
1927,The Show,drama
1927,Silk Stockings,
1927,Singed,drama
1927,"Slide, Kelly, Slide",comedy
1927,The Small Bachelor,comedy
1927,Snowbound,comedy
1927,Soft Cushions,comedy
1927,Sorrell and Son,drama
1927,South Sea Love,drama
1927,Special Delivery,comedy
1927,Spoilers of the West,western
1927,The Spotlight,comedy
1927,Spring Fever,romance
1927,The Stolen Bride,drama
1927,Stolen Pleasures,drama
1927,Straight Shootin',western
1927,Stranded,
1927,Streets of Shanghai,drama
1927,The Student Prince in Old Heidelberg,romantic comedy
1927,Sunrise: A Song of Two Humans,melodrama
1927,"Swim Girl, Swim",comedy
1927,Tea for Three,comedy
1927,Thumbs Down,
1927,Topsy and Eva,comedy
1927,Tracked by the Police,adventure
1927,Tumbling River,western
1927,Turkish Delight,comedy
1927,Twelve Miles Out,adventure
1927,Two Arabian Knights,comedy adventure
1927,Two Girls Wanted,comedy
1927,Underworld,crime
1927,The Unknown,horror
1927,Upstream,comedy
1927,Vanity,drama
1927,Wandering Girls,silent
1927,The Way of All Flesh,melodrama
1927,When a Man Loves,historical drama
1927,The Whirlwind of Youth,drama
1927,White Flannels,melodrama
1927,White Gold,western
1927,Why Girls Love Sailors,comedy
1927,Wings,war
1927,Winners of the Wilderness,western
1927,Wolf Fangs,adventure
1927,Wolf's Clothing,comedy
1927,The Woman on Trial,drama
1927,The Wreck of the Hesperus,adventure
1927,Yale vs. Harvard,comedy short
1927,The Yankee Clipper,adventure
1928,4 Devils,drama
1928,13 Washington Square,romance
1928,Abie's Irish Rose,comedy
1928,Across the Atlantic,drama
1928,Across to Singapore,"romance, drama"
1928,The Actress,drama
1928,The Adorable Cheat,romance
1928,Adoration,drama
1928,The Adventurer,western
1928,After the Storm,drama
1928,The Air Circus,drama
1928,The Air Patrol,drama
1928,Alex the Great,comedy
1928,Alias Jimmy Valentine,crime
1928,Alias the Deacon,action
1928,The Apache,drama
1928,The Arizona Cyclone,western
1928,Arizona Days,western
1928,Avalanche,western
1928,The Awakening,drama
1928,The Baby Cyclone,comedy
1928,Baby Mine,comedy
1928,The Barker,drama
1928,The Battle of the Sexes,drama
1928,Beau Broadway,drama
1928,Beau Sabreur,adventure
1928,Beauty and Bullets,western
1928,Beggars of Life,crime
1928,Beware of Bachelors,comedy
1928,Beware of Blondes,drama
1928,Beware of Married Men,comedy
1928,Beyond London Lights,drama
1928,Beyond the Sierras,adventure
1928,The Big City,crime
1928,The Big Killing,comedy
1928,The Big Noise,comedy
1928,The Black Pearl,mystery
1928,Blindfold,drama
1928,Blockade,drama
1928,A Blonde for a Night,comedy
1928,The Border Patrol,western
1928,The Boss of Rustler's Roost,western
1928,Branded Man,western
1928,The Branded Sombrero,western
1928,Breed of the Sunsets,western
1928,Bringing Up Father,comedy
1928,Broadway Daddies,comedy
1928,The Broken Mask,drama
1928,The Bronc Stomper,western
1928,Brotherly Love,comedy
1928,Buck Privates,comedy
1928,Burning Bridges,western
1928,Burning Daylight,adventure
1928,Burning the Wind,drama
1928,Burning Up Broadway,drama
1928,The Bushranger,western
1928,The Butter and Egg Man,comedy
1928,The Call of the Heart,western
1928,The Cameraman,"comedy, romance"
1928,The Cardboard Lover,comedy
1928,Caught in the Fog,thriller
1928,The Cavalier,western
1928,A Certain Young Man,romance
1928,The Charge of the Gauchos,historical
1928,The Chaser,comedy
1928,Chicago After Midnight,drama
1928,Chicken A La King,comedy
1928,Chinatown Charlie,comedy
1928,The Circus,"comedy, adventure"
1928,The Circus Kid,drama
1928,Circus Rookies,comedy
1928,The Clean-Up Man,western
1928,Clothes Make the Woman,drama
1928,The Code of the Scarlet,western
1928,The Cohens and the Kellys in Paris,comedy
1928,Companionate Marriage,drama
1928,Comrades,drama
1928,Coney Island,drama
1928,Conquest,drama
1928,The Cop,drama
1928,The Cossacks,adventure
1928,The Count of Ten,drama
1928,Court Martial,action
1928,The Cowboy Kid,western
1928,Craig's Wife,drama
1928,The Crash,drama
1928,The Crimson Canyon,western
1928,The Crimson City,drama
1928,Crooks Can't Win,drama
1928,The Crowd,drama
1928,The Danger Rider,western
1928,Danger Street,drama
1928,Daredevil's Reward,western
1928,Dead Man's Curve,action
1928,The Desert Bride,drama
1928,Detectives,comedy
1928,The Devil's Skipper,drama
1928,The Devil's Trademark,drama
1928,Diamond Handcuffs,drama
1928,The Divine Woman,drama
1928,The Divine Sinner,drama
1928,Do Your Duty,comedy
1928,The Docks of New York,melodrama
1928,Domestic Troubles,comedy
1928,Don't Marry,comedy
1928,Doomsday,drama
1928,The Drag Net,crime
1928,Dream of Love,historical drama
1928,Dressed to Kill,drama
1928,Driftin' Sands,western
1928,Driftwood,drama
1928,Drums of Love,romance
1928,Dry Martini,comedy
1928,"Easy Come, Easy Go",comedy
1928,The Escape,drama
1928,Excess Baggage,comedy
1928,The Fall of the House of Usher,horror
1928,The Farmer's Daughter,comedy
1928,Fashion Madness,drama
1928,Fazil,drama
1928,The Fearless Rider,western
1928,Feel My Pulse,romantic comedy
1928,The Fifty-Fifty Girl,comedy
1928,The Fightin' Redhead,western
1928,Finders Keepers,comedy
1928,The First Kiss,romance
1928,Five and Ten Cent Annie,comedy
1928,The Five O'Clock Girl,musical
1928,The Fleet's In,comedy
1928,Fleetwing,drama
1928,Flying Romeos,comedy
1928,Fools for Luck,comedy
1928,Forbidden Hours,drama
1928,The Foreign Legion,adventure
1928,Forgotten Faces,drama
1928,The Four-Footed Ranger,western
1928,Four Sons,drama
1928,Four Walls,drama
1928,The Fourflusher,comedy
1928,Freedom of the Press,mystery
1928,Gang War,crime
1928,The Garden of Eden,drama
1928,The Gate Crasher,comedy
1928,The Gateway of the Moon,romantic comedy
1928,Gentleman Prefer Blondes,comedy
1928,The Girl He Didn't Buy,drama
1928,A Girl in Every Port,romantic comedy
1928,Glorious Betsy,drama
1928,The Godless Girl,drama
1928,Golf Widows,comedy
1928,The Good-Bye Kiss,comedy
1928,"Good Morning, Judge",comedy
1928,The Grain of Dust,drama
1928,Greased Lightning,western
1928,Green Grass Widows,comedy
1928,Guardians of the Wild,western
1928,Half a Bride,romance
1928,Hangman's House,"romance, drama"
1928,Happiness Ahead,drama
1928,Harold Teen,comedy
1928,The Hawk's Nest,crime
1928,The Haunted House,comedy
1928,The Head Man,comedy
1928,The Heart of Broadway,drama
1928,The Heart of a Follies Girl,comedy
1928,Heart to Heart,comedy
1928,Heart Trouble,comedy
1928,Hello Cheyenne,western
1928,Her Summer Hero,comedy
1928,His Private Life,comedy
1928,His Tiger Lady,drama
1928,Hit of the Show,comedy
1928,The Home Towners,comedy
1928,Homesick,comedy
1928,Honeymoon,comedy
1928,Honeymoon Flats,comedy
1928,Honor Bound,drama
1928,A Horseman of the Plains,western
1928,Hot News,comedy
1928,The Hound of Silver Creek,western
1928,How to Handle Women,comedy
1928,In Old Arizona,western
1928,Interference,drama
1928,Jazz Mad,drama
1928,Just Married,comedy
1928,King Cowboy,western
1928,Kit Carson,western
1928,Ladies' Night in a Turkish Bath,comedy
1928,Ladies of the Mob,crime
1928,Lady Be Good,comedy
1928,A Lady of Chance,romance
1928,Lady Raffles,comedy crime
1928,Land of the Silver Fox,adventure
1928,The Last Command,melodrama
1928,The Latest from Paris,drama
1928,"Laugh, Clown, Laugh",melodrama
1928,The Law of the Range,western
1928,The Law's Lash,western
1928,The Legion of the Condemned,war
1928,Let 'Er Go Gallegher,comedy crime
1928,Lights of New York,"crime, drama"
1928,Lilac Time,war
1928,The Lion and the Mouse,drama
1928,The Little Buckaroo,western
1928,The Little Shepherd of Kingdom Come,drama
1928,The Little Snob,comedy
1928,The Little Wild Girl,drama
1928,The Little Wildcat,comedy
1928,The Little Yellow House,romance
1928,The Lookout Girl,mystery
1928,Love and Learn,comedy
1928,Love Me and the World Is Mine,romance
1928,Loves of an Actress,romance
1928,Love Hungry,comedy
1928,The Love Thief,romance
1928,Mad Hour,drama
1928,The Magnificent Flirt,comedy
1928,Manhattan Cocktail,drama
1928,Manhattan Cowboy,western
1928,The Man from Headquarters,crime
1928,Man in the Rough,western
1928,The Man Who Laughs,melodrama
1928,Marry the Girl,drama
1928,The Masks of the Devil,drama
1928,The Matinee Idol,romance
1928,The Mating Call,drama
1928,"Me, Gangster",crime
1928,Midnight Life,crime
1928,Midnight Madness,drama
1928,Midnight Rose,crime
1928,The Midnight Taxi,melodrama
1928,Modern Mothers,drama
1928,Moran of the Marines,crime
1928,Mother Knows Best,drama
1928,Mother Machree,drama
1928,My Man,comedy
1928,The Mysterious Lady,"romance, drama"
1928,Name the Woman,drama
1928,Nameless Men,drama
1928,Naughty Baby,comedy
1928,The Naughty Duchess,mystery
1928,News Parade,comedy
1928,The Night Bird,comedy
1928,A Night of Mystery,drama
1928,Night Watch,drama
1928,No Other Woman,romance
1928,Noah's Ark,drama
1928,None but the Brave,comedy
1928,The Noose,
1928,Nothing to Wear,comedy
1928,Object: Alimony,drama
1928,"Oh, Kay!",comedy
1928,The Old Code,historical
1928,On Trial,drama
1928,Our Dancing Daughters,melodrama
1928,Outcast,drama
1928,Out of the Ruins,drama
1928,Painted Post,western
1928,Partners in Crime,comedy
1928,The Patriot,historical
1928,The Patsy,comedy
1928,Pay as You Enter,comedy
1928,The Perfect Crime,crime
1928,A Perfect Gentleman,comedy
1928,The Phantom City,western
1928,The Phantom Flyer,western
1928,Phyllis of the Follies,comedy
1928,The Pinto Kid,western
1928,The Pioneer Scout,western
1928,Plane Crazy,animated short
1928,Plastered in Paris,comedy
1928,The Play Girl,comedy
1928,Powder My Back,comedy
1928,Power,comedy
1928,The Power of the Press,drama
1928,Prep and Pep,comedy
1928,The Price of Fear,western
1928,Prowlers of the Sea,adventure
1928,Put 'Em Up,western
1928,Quick Triggers,western
1928,A Race for Life,drama
1928,The Racket,crime
1928,Ramona,melodrama
1928,Ransom,drama
1928,The Rawhide Kid,action
1928,The Red Dance,drama
1928,Red Hair,comedy
1928,Red Hot Speed,comedy
1928,Red Lips,drama
1928,Red Riders of Canada,adventure
1928,Red Wine,comedy
1928,Restless Youth,drama
1928,Revenge,drama
1928,Riders of the Dark,western
1928,The Riding Renegade,western
1928,Riley the Cop,comedy
1928,Rinty of the Desert,drama
1928,The River Pirate,drama
1928,Road House,drama
1928,The Road to Ruin,exploitation
1928,Romance of the Underworld,drama
1928,Rose-Marie,drama
1928,Rough Ridin' Red,western
1928,Runaway Girls,drama
1928,The Rush Hour,comedy
1928,Sadie Thompson,drama
1928,Sailors' Wives,romance
1928,Sally of the Scandals,drama
1928,Sally's Shoulders,drama
1928,The Sawdust Paradise,drama
1928,Say It with Sables,drama
1928,The Scarlet Dove,romance
1928,The Scarlet Lady,drama
1928,The Secret Hour,romance
1928,Shadows of the Night,drama
1928,The Shady Lady,comedy
1928,Sharp Shooters,comedy
1928,The Shield of Honor,crime
1928,The Shopworn Angel,romance
1928,Show Folks,drama
1928,Show Girl,comedy
1928,Show People,comedy
1928,The Showdown,drama
1928,The Sideshow,drama
1928,The Singing Fool,melodrama
1928,Sinners in Love,drama
1928,Sinner's Parade,crime
1928,Sins of the Fathers,drama
1928,Sisters of Eve,mystery
1928,Skinner's Big Idea,comedy
1928,Skyscraper,drama
1928,The Sky Rider,drama
1928,The Smart Set,comedy
1928,So This Is Love?,comedy
1928,Soft Living,comedy
1928,Someone to Love,comedy
1928,Something Always Happens,comedy
1928,Son of the Golden West,western
1928,Speedy,comedy
1928,The Speed Classic,action
1928,The Sporting Age,drama
1928,Sporting Goods,comedy
1928,Square Crooks,comedy
1928,Stand and Deliver,drama
1928,State Street Sadie,crime
1928,"Steamboat Bill, Jr.",comedy
1928,Steamboat Willie,animated short
1928,Stocks and Blondes,comedy
1928,Stolen Love,drama
1928,Stool Pigeon,crime
1928,Stop That Man!,comedy
1928,Street Angel,melodrama
1928,The Street of Illusion,drama
1928,The Street of Sin,drama
1928,Submarine,drama
1928,The Sunset Legion,western
1928,Take Me Home,comedy
1928,Taking a Chance,western
1928,Taxi 13,comedy
1928,Telling the World,comedy
1928,Tempest,drama
1928,Tenderloin,crime
1928,The Terror,mystery
1928,The Texas Tornado,western
1928,Thanks for the Buggy Ride,comedy
1928,That Certain Thing,comedy
1928,That's My Daddy,comedy
1928,Thief in the Dark,mystery
1928,Their Hour,comedy
1928,Three-Ring Marriage,drama
1928,Three Sinners,drama
1928,Three Weekends,comedy drama
1928,Through the Breakers,drama
1928,Thunder Riders,western
1928,Tillie's Punctured Romance,comedy
1928,Tracked,western
1928,The Trail of '98,melodrama
1928,Terror Mountain,drama
1928,Tropic Madness,drama
1928,Tropical Nights,drama
1928,Two Lovers,drama
1928,Two Outlaws,western
1928,Tyrant of Red Gulch,western
1928,Under the Black Eagle,drama
1928,Under the Tonto Rim,western
1928,Undressed,drama
1928,The Valley of Hunted Men,action
1928,Vamping Venus,comedy
1928,The Vanishing Pioneer,western
1928,Varsity,comedy
1928,The Viking,historical
1928,Virgin Lips,drama
1928,The Wagon Show,western
1928,Walking Back,drama
1928,Wallflowers,drama
1928,Waterfront,comedy drama
1928,The Water Hole,western
1928,The Way of the Strong,crime
1928,We Americans,drama
1928,We Faw Down,comedy
1928,The Wedding March,melodrama
1928,West of Zanzibar,melodrama
1928,West of Santa Fe,western
1928,West Point,romance
1928,What a Night!,romantic comedy
1928,Wheel of Chance,drama
1928,When the Law Rides,western
1928,While the City Sleeps,crime drama
1928,The Whip,drama
1928,The Whip Woman,drama
1928,White Shadows in the South Seas,"drama, adventure"
1928,Why Sailors Go Wrong,comedy
1928,Wickedness Preferred,comedy
1928,The Wife's Relations,comedy
1928,Wife Savers,comedy
1928,Win That Girl,comedy
1928,Wild West Romance,western
1928,The Wild West Show,action
1928,The Wind,drama
1928,Wizard of the Saddle,western
1928,A Woman of Affairs,melodrama
1928,A Woman Against the World,drama
1928,The Woman Disputed,drama
1928,A Woman's Way,romance
1928,Woman Wise,comedy drama
1928,Women They Talk About,comedy
1928,Won in the Clouds,adventure
1928,The Wreck of the Singapore,drama
1928,The Wright Idea,comedy
1928,Wyoming,western
1928,Yellow Lily,drama
1928,Young Whirlwind,western
1929,Acquitted,drama
1929,Alibi,crime
1929,Applause,musical
